IPR;v1.0.3;12/03/2024;Temps d'execution :;2.57secs
"CODE_OPERATION";"CODE_STATION";"DATE";"CODE_PAR";"LIB_PAR";"RESULTAT"
"82482";"66375";"03/06/2019";7746;"Score DIO";4.79910045781837
"82482";"66375";"03/06/2019";7745;"Score DII";0.049388860438393
"82482";"66375";"03/06/2019";7787;"Score DTI";2.34534791112436
"82482";"66375";"03/06/2019";7036;"IPR";26.8759258573331
"85576";"66375";"03/06/2021";NA;"ALT";112
"85576";"66375";"03/06/2021";7744;"Score NER";5.75258628216292
"85576";"66375";"03/06/2021";7743;"Score NEL";9.16557353138191
"85576";"66375";"03/06/2021";7644;"Score NTE";0.254418318621785
"85576";"66375";"03/06/2021";7786;"Score DIT";2.27574909359826
"85576";"66375";"03/06/2021";7746;"Score DIO";6.40149478055741
"85576";"66375";"03/06/2021";7745;"Score DII";0.124955672359399
"85576";"66375";"03/06/2021";7787;"Score DTI";1.43988709535082
"85576";"66375";"03/06/2021";7036;"IPR";25.4146647740325
"90889";"66375";"30/05/2023";NA;"ALT";112
"90889";"66375";"30/05/2023";7744;"Score NER";5.81494022034236
"90889";"66375";"30/05/2023";7743;"Score NEL";9.44236538187299
"90889";"66375";"30/05/2023";7644;"Score NTE";0.579323053997301
"90889";"66375";"30/05/2023";7786;"Score DIT";0.998084524016746
"90889";"66375";"30/05/2023";7746;"Score DIO";3.31449846181708
"90889";"66375";"30/05/2023";7745;"Score DII";0.260360156720819
"90889";"66375";"30/05/2023";7787;"Score DTI";0.122321438544955
"90889";"66375";"30/05/2023";7036;"IPR";20.5318932373122
"37650";"67671";"04/09/2007";NA;"ALT";197
"37650";"67671";"04/09/2007";7744;"Score NER";0.337540556621404
"37650";"67671";"04/09/2007";7743;"Score NEL";0.275278525546371
"37650";"67671";"04/09/2007";7644;"Score NTE";12.8285824034734
"37650";"67671";"04/09/2007";7786;"Score DIT";4.12524526865222
"37650";"67671";"04/09/2007";7746;"Score DIO";5.69134896625899
"37650";"67671";"04/09/2007";7745;"Score DII";0.0426253751863264
"37650";"67671";"04/09/2007";7787;"Score DTI";5.86592542680019
"37650";"67671";"04/09/2007";7036;"IPR";29.1665465225389
"37649";"67671";"04/06/2009";NA;"ALT";197
"37649";"67671";"04/06/2009";7744;"Score NER";0.0906068345341709
"37649";"67671";"04/06/2009";7743;"Score NEL";0.275278525546371
"37649";"67671";"04/06/2009";7644;"Score NTE";5.301355693552
"37649";"67671";"04/06/2009";7786;"Score DIT";2.95794793065318
"37649";"67671";"04/06/2009";7746;"Score DIO";4.51814829871595
"37649";"67671";"04/06/2009";7745;"Score DII";0.516891442090923
"37649";"67671";"04/06/2009";7787;"Score DTI";1.85492411954247
"37649";"67671";"04/06/2009";7036;"IPR";15.5151528446351
"37648";"67671";"28/06/2011";NA;"ALT";197
"37648";"67671";"28/06/2011";7744;"Score NER";0.058720727382772
"37648";"67671";"28/06/2011";7743;"Score NEL";0.226370478533539
"37648";"67671";"28/06/2011";7644;"Score NTE";3.11213966695328
"37648";"67671";"28/06/2011";7786;"Score DIT";1.8850221510472
"37648";"67671";"28/06/2011";7746;"Score DIO";2.10054804109261
"37648";"67671";"28/06/2011";7745;"Score DII";0.171336941612794
"37648";"67671";"28/06/2011";7787;"Score DTI";2.81515122320084
"37648";"67671";"28/06/2011";7036;"IPR";10.369289229823
"38439";"67671";"24/09/2013";NA;"ALT";197
"38439";"67671";"24/09/2013";7744;"Score NER";0.232817638235671
"38439";"67671";"24/09/2013";7743;"Score NEL";0.653837020820978
"38439";"67671";"24/09/2013";7644;"Score NTE";4.4465878291314
"38439";"67671";"24/09/2013";7786;"Score DIT";3.60588475587545
"38439";"67671";"24/09/2013";7746;"Score DIO";4.39289165877759
"38439";"67671";"24/09/2013";7745;"Score DII";0.0666175586811031
"38439";"67671";"24/09/2013";7787;"Score DTI";4.95366449119421
"38439";"67671";"24/09/2013";7036;"IPR";18.3523009527164
"38438";"67671";"15/09/2015";NA;"ALT";197
"38438";"67671";"15/09/2015";7744;"Score NER";1.66505758524713
"38438";"67671";"15/09/2015";7743;"Score NEL";0.646164732368734
"38438";"67671";"15/09/2015";7644;"Score NTE";1.23988252115059
"38438";"67671";"15/09/2015";7786;"Score DIT";4.06675664125202
"38438";"67671";"15/09/2015";7746;"Score DIO";4.97402748281326
"38438";"67671";"15/09/2015";7745;"Score DII";0.0399417532520053
"38438";"67671";"15/09/2015";7787;"Score DTI";6.53812698098515
"38438";"67671";"15/09/2015";7036;"IPR";19.1699576970689
"38437";"67671";"22/09/2017";NA;"ALT";197
"38437";"67671";"22/09/2017";7744;"Score NER";0.765095113251588
"38437";"67671";"22/09/2017";7743;"Score NEL";0.679829298075304
"38437";"67671";"22/09/2017";7644;"Score NTE";2.00010959956244
"38437";"67671";"22/09/2017";7786;"Score DIT";2.98481416931462
"38437";"67671";"22/09/2017";7746;"Score DIO";4.01487354650673
"38437";"67671";"22/09/2017";7745;"Score DII";0.0596063461011712
"38437";"67671";"22/09/2017";7787;"Score DTI";4.65078197380664
"38437";"67671";"22/09/2017";7036;"IPR";15.1551100466185
"82546";"67671";"05/09/2019";NA;"ALT";197
"82546";"67671";"05/09/2019";7744;"Score NER";0.718825765019983
"82546";"67671";"05/09/2019";7743;"Score NEL";0.656637531476729
"82546";"67671";"05/09/2019";7644;"Score NTE";4.42901265946952
"82546";"67671";"05/09/2019";7786;"Score DIT";3.80828725251055
"82546";"67671";"05/09/2019";7746;"Score DIO";4.35537517897218
"82546";"67671";"05/09/2019";7745;"Score DII";0.00540160177866298
"82546";"67671";"05/09/2019";7787;"Score DTI";9.22976287621892
"82546";"67671";"05/09/2019";7036;"IPR";23.2033028654465
"86877";"67671";"26/08/2021";NA;"ALT";197
"86877";"67671";"26/08/2021";7744;"Score NER";0.807409525240971
"86877";"67671";"26/08/2021";7743;"Score NEL";0.70116745769983
"86877";"67671";"26/08/2021";7644;"Score NTE";5.59445518910578
"86877";"67671";"26/08/2021";7786;"Score DIT";4.74523314846526
"86877";"67671";"26/08/2021";7746;"Score DIO";4.73722023976624
"86877";"67671";"26/08/2021";7745;"Score DII";0.0543135813842985
"86877";"67671";"26/08/2021";7787;"Score DTI";6.10972677271472
"86877";"67671";"26/08/2021";7036;"IPR";22.7495259143771
"91073";"67671";"20/09/2023";NA;"ALT";197
"91073";"67671";"20/09/2023";7744;"Score NER";0.694300507110047
"91073";"67671";"20/09/2023";7743;"Score NEL";0.644439621872882
"91073";"67671";"20/09/2023";7644;"Score NTE";5.96932470394911
"91073";"67671";"20/09/2023";7786;"Score DIT";3.31270018892951
"91073";"67671";"20/09/2023";7746;"Score DIO";3.3011920426804
"91073";"67671";"20/09/2023";7745;"Score DII";0.0177821889349902
"91073";"67671";"20/09/2023";7787;"Score DTI";6.84237175289051
"91073";"67671";"20/09/2023";7036;"IPR";20.7821110063675
"20989";"75003";"02/10/2008";NA;"ALT";475
"20989";"75003";"02/10/2008";7744;"Score NER";10.5001660157942
"20989";"75003";"02/10/2008";7743;"Score NEL";8.47618808563729
"20989";"75003";"02/10/2008";7644;"Score NTE";8.17324833310427
"20989";"75003";"02/10/2008";7786;"Score DIT";0.075419800187705
"20989";"75003";"02/10/2008";7746;"Score DIO";0.272873785618768
"20989";"75003";"02/10/2008";7745;"Score DII";2.59212497115176
"20989";"75003";"02/10/2008";7787;"Score DTI";5.07134351311439
"20989";"75003";"02/10/2008";7036;"IPR";35.1613645046084
"20988";"75003";"03/11/2010";NA;"ALT";475
"20988";"75003";"03/11/2010";7744;"Score NER";11.6018046916392
"20988";"75003";"03/11/2010";7743;"Score NEL";9.33455564457851
"20988";"75003";"03/11/2010";7644;"Score NTE";9.29767043351064
"20988";"75003";"03/11/2010";7786;"Score DIT";0.0582232331910686
"20988";"75003";"03/11/2010";7746;"Score DIO";0.247440730702276
"20988";"75003";"03/11/2010";7745;"Score DII";6.37236361011338
"20988";"75003";"03/11/2010";7787;"Score DTI";11.9912738767055
"20988";"75003";"03/11/2010";7036;"IPR";48.9033322204406
"20987";"75003";"26/10/2012";NA;"ALT";475
"20987";"75003";"26/10/2012";7744;"Score NER";11.591769536936
"20987";"75003";"26/10/2012";7743;"Score NEL";9.32704262688891
"20987";"75003";"26/10/2012";7644;"Score NTE";9.28745159902699
"20987";"75003";"26/10/2012";7786;"Score DIT";0.0583548354019139
"20987";"75003";"26/10/2012";7746;"Score DIO";0.247657473914594
"20987";"75003";"26/10/2012";7745;"Score DII";5.11338112481625
"20987";"75003";"26/10/2012";7787;"Score DTI";9.84320043973291
"20987";"75003";"26/10/2012";7036;"IPR";45.4688576367176
"17861";"75003";"05/03/2014";NA;"ALT";475
"17861";"75003";"05/03/2014";7744;"Score NER";9.64002139705157
"17861";"75003";"05/03/2014";7743;"Score NEL";7.77881632062965
"17861";"75003";"05/03/2014";7644;"Score NTE";7.30160321871051
"17861";"75003";"05/03/2014";7786;"Score DIT";0.0938585557145475
"17861";"75003";"05/03/2014";7746;"Score DIO";0.295384131718669
"17861";"75003";"05/03/2014";7745;"Score DII";8.98843985208475
"17861";"75003";"05/03/2014";7787;"Score DTI";15.7074187524515
"17861";"75003";"05/03/2014";7036;"IPR";49.8055422283612
"17860";"75003";"03/03/2016";NA;"ALT";475
"17860";"75003";"03/03/2016";7744;"Score NER";10.4647489972366
"17860";"75003";"03/03/2016";7743;"Score NEL";8.44773027342464
"17860";"75003";"03/03/2016";7644;"Score NTE";8.13715794006054
"17860";"75003";"03/03/2016";7786;"Score DIT";0.0760787029771399
"17860";"75003";"03/03/2016";7746;"Score DIO";0.273750409411877
"17860";"75003";"03/03/2016";7745;"Score DII";6.15209311771335
"17860";"75003";"03/03/2016";7787;"Score DTI";11.3665661442717
"17860";"75003";"03/03/2016";7036;"IPR";44.9181255850958
"39156";"75003";"10/10/2018";NA;"ALT";475
"39156";"75003";"10/10/2018";7744;"Score NER";10.2160077068116
"39156";"75003";"10/10/2018";7743;"Score NEL";8.24697624369126
"39156";"75003";"10/10/2018";7644;"Score NTE";7.88408309782534
"39156";"75003";"10/10/2018";7786;"Score DIT";0.0809286279069367
"39156";"75003";"10/10/2018";7746;"Score DIO";0.280021681662615
"39156";"75003";"10/10/2018";7745;"Score DII";3.62039941861931
"39156";"75003";"10/10/2018";7787;"Score DTI";6.93528306581312
"39156";"75003";"10/10/2018";7036;"IPR";37.2636998423302
"85567";"75003";"14/09/2020";NA;"ALT";475
"85567";"75003";"14/09/2020";7744;"Score NER";5.32235124434025
"85567";"75003";"14/09/2020";7743;"Score NEL";4.22425103160599
"85567";"75003";"14/09/2020";7644;"Score NTE";4.91533894183567
"85567";"75003";"14/09/2020";7786;"Score DIT";0.104964667006596
"85567";"75003";"14/09/2020";7746;"Score DIO";0.307292661507864
"85567";"75003";"14/09/2020";7745;"Score DII";2.5644057124271
"85567";"75003";"14/09/2020";7787;"Score DTI";4.78811335217768
"85567";"75003";"14/09/2020";7036;"IPR";22.2267176109012
"88237";"75003";"11/10/2022";NA;"ALT";475
"88237";"75003";"11/10/2022";7744;"Score NER";9.03034752265154
"88237";"75003";"11/10/2022";7743;"Score NEL";7.28472201698547
"88237";"75003";"11/10/2022";7644;"Score NTE";6.69174531835724
"88237";"75003";"11/10/2022";7786;"Score DIT";0.110828536095203
"88237";"75003";"11/10/2022";7746;"Score DIO";0.313185112092718
"88237";"75003";"11/10/2022";7745;"Score DII";3.69225690038786
"88237";"75003";"11/10/2022";7787;"Score DTI";6.80098766150135
"88237";"75003";"11/10/2022";7036;"IPR";33.9240730680714
